,0
1498,1996-03-11
1499,1996-03-12
1500,1996-03-13
1501,1996-03-14
1502,1996-03-15
1503,1996-03-18
1504,1996-03-19
1505,1996-03-20
1506,1996-03-21
1507,1996-03-22
1508,1996-03-25
1509,1996-03-26
1510,1996-03-27
1511,1996-03-28
1512,1996-03-29
1513,1996-04-01
1514,1996-04-02
1515,1996-04-03
1516,1996-04-04
1517,1996-04-05
1518,1996-04-08
1519,1996-04-09
1520,1996-04-10
1521,1996-04-11
1522,1996-04-12
1523,1996-04-15
1524,1996-04-16
1525,1996-04-17
1526,1996-04-18
1527,1996-04-19
1528,1996-04-22
1529,1996-04-23
1530,1996-04-24
1531,1996-04-25
1532,1996-04-26
1533,1996-04-29
1534,1996-04-30
1535,1996-05-02
1536,1996-05-03
1537,1996-05-06
1538,1996-05-07
1539,1996-05-08
1540,1996-05-09
1541,1996-05-10
1542,1996-05-13
1543,1996-05-14
1544,1996-05-15
1545,1996-05-16
1546,1996-05-17
1547,1996-05-20
1548,1996-05-21
1549,1996-05-22
1550,1996-05-23
1551,1996-05-24
1552,1996-05-27
1553,1996-05-28
1554,1996-05-29
1555,1996-05-30
1556,1996-05-31
1557,1996-06-03
1558,1996-06-04
1559,1996-06-05
1560,1996-06-06
1561,1996-06-07
1562,1996-06-10
1563,1996-06-11
1564,1996-06-12
1565,1996-06-13
1566,1996-06-14
1567,1996-06-17
1568,1996-06-18
1569,1996-06-19
1570,1996-06-20
1571,1996-06-21
1572,1996-06-24
1573,1996-06-25
1574,1996-06-26
1575,1996-06-27
1576,1996-06-28
1577,1996-07-01
1578,1996-07-02
1579,1996-07-03
1580,1996-07-04
1581,1996-07-05
1582,1996-07-08
1583,1996-07-09
1584,1996-07-10
1585,1996-07-11
1586,1996-07-12
1587,1996-07-15
1588,1996-07-16
1589,1996-07-17
1590,1996-07-18
1591,1996-07-19
1592,1996-07-22
1593,1996-07-23
1594,1996-07-24
1595,1996-07-25
1596,1996-07-26
1597,1996-07-29
1598,1996-07-30
1599,1996-07-31
1600,1996-08-01
1601,1996-08-02
1602,1996-08-05
1603,1996-08-06
1604,1996-08-07
1605,1996-08-08
1606,1996-08-09
1607,1996-08-12
1608,1996-08-13
1609,1996-08-14
1610,1996-08-15
1611,1996-08-16
1612,1996-08-19
1613,1996-08-20
1614,1996-08-21
1615,1996-08-22
1616,1996-08-23
1617,1996-08-26
1618,1996-08-27
1619,1996-08-28
1620,1996-08-29
1621,1996-08-30
1622,1996-09-02
1623,1996-09-03
1624,1996-09-04
1625,1996-09-05
1626,1996-09-06
1627,1996-09-09
1628,1996-09-10
1629,1996-09-11
1630,1996-09-12
1631,1996-09-13
1632,1996-09-16
1633,1996-09-17
1634,1996-09-18
1635,1996-09-19
1636,1996-09-20
1637,1996-09-23
1638,1996-09-24
1639,1996-09-25
1640,1996-09-26
1641,1996-09-27
1642,1996-10-03
1643,1996-10-04
1644,1996-10-07
1645,1996-10-08
1646,1996-10-09
1647,1996-10-10
1648,1996-10-11
1649,1996-10-14
1650,1996-10-15
1651,1996-10-16
1652,1996-10-17
1653,1996-10-18
1654,1996-10-21
1655,1996-10-22
1656,1996-10-23
1657,1996-10-24
1658,1996-10-25
1659,1996-10-28
1660,1996-10-29
1661,1996-10-30
1662,1996-10-31
1663,1996-11-01
1664,1996-11-04
1665,1996-11-05
1666,1996-11-06
1667,1996-11-07
1668,1996-11-08
1669,1996-11-11
1670,1996-11-12
1671,1996-11-13
1672,1996-11-14
1673,1996-11-15
1674,1996-11-18
1675,1996-11-19
1676,1996-11-20
1677,1996-11-21
1678,1996-11-22
1679,1996-11-25
1680,1996-11-26
1681,1996-11-27
1682,1996-11-28
1683,1996-11-29
1684,1996-12-02
1685,1996-12-03
1686,1996-12-04
1687,1996-12-05
1688,1996-12-06
1689,1996-12-09
1690,1996-12-10
1691,1996-12-11
1692,1996-12-12
1693,1996-12-13
1694,1996-12-16
1695,1996-12-17
1696,1996-12-18
1697,1996-12-19
1698,1996-12-20
1699,1996-12-23
1700,1996-12-24
1701,1996-12-25
1702,1996-12-26
1703,1996-12-27
1704,1996-12-30
1705,1996-12-31
1706,1997-01-02
1707,1997-01-03
1708,1997-01-06
1709,1997-01-07
1710,1997-01-08
1711,1997-01-09
1712,1997-01-10
1713,1997-01-13
1714,1997-01-14
1715,1997-01-15
1716,1997-01-16
1717,1997-01-17
1718,1997-01-20
1719,1997-01-21
1720,1997-01-22
1721,1997-01-23
1722,1997-01-24
1723,1997-01-27
1724,1997-01-28
1725,1997-01-29
1726,1997-01-30
1727,1997-01-31
1728,1997-02-17
1729,1997-02-18
1730,1997-02-19
1731,1997-02-20
1732,1997-02-21
1733,1997-02-24
1734,1997-02-25
1735,1997-02-26
1736,1997-02-27
1737,1997-02-28
1738,1997-03-03
1739,1997-03-04
1740,1997-03-05
1741,1997-03-06
1742,1997-03-07
1743,1997-03-10
1744,1997-03-11
1745,1997-03-12
1746,1997-03-13
1747,1997-03-14
1748,1997-03-17
1749,1997-03-18
1750,1997-03-19
1751,1997-03-20
1752,1997-03-21
1753,1997-03-24
1754,1997-03-25
1755,1997-03-26
1756,1997-03-27
1757,1997-03-28
1758,1997-03-31
1759,1997-04-01
1760,1997-04-02
1761,1997-04-03
1762,1997-04-04
1763,1997-04-07
1764,1997-04-08
1765,1997-04-09
1766,1997-04-10
1767,1997-04-11
1768,1997-04-14
1769,1997-04-15
1770,1997-04-16
1771,1997-04-17
1772,1997-04-18
1773,1997-04-21
1774,1997-04-22
1775,1997-04-23
1776,1997-04-24
1777,1997-04-25
1778,1997-04-28
1779,1997-04-29
1780,1997-04-30
1781,1997-05-05
1782,1997-05-06
1783,1997-05-07
1784,1997-05-08
1785,1997-05-09
1786,1997-05-12
1787,1997-05-13
1788,1997-05-14
1789,1997-05-15
1790,1997-05-16
1791,1997-05-19
1792,1997-05-20
1793,1997-05-21
1794,1997-05-22
1795,1997-05-23
1796,1997-05-26
1797,1997-05-27
1798,1997-05-28
1799,1997-05-29
1800,1997-05-30
1801,1997-06-02
1802,1997-06-03
1803,1997-06-04
1804,1997-06-05
1805,1997-06-06
1806,1997-06-09
1807,1997-06-10
1808,1997-06-11
1809,1997-06-12
1810,1997-06-13
1811,1997-06-16
1812,1997-06-17
1813,1997-06-18
1814,1997-06-19
1815,1997-06-20
1816,1997-06-23
1817,1997-06-24
1818,1997-06-25
1819,1997-06-26
1820,1997-06-27
1821,1997-07-02
1822,1997-07-03
1823,1997-07-04
1824,1997-07-07
1825,1997-07-08
1826,1997-07-09
1827,1997-07-10
1828,1997-07-11
1829,1997-07-14
1830,1997-07-15
1831,1997-07-16
1832,1997-07-17
1833,1997-07-18
1834,1997-07-21
1835,1997-07-22
1836,1997-07-23
1837,1997-07-24
1838,1997-07-25
1839,1997-07-28
1840,1997-07-29
1841,1997-07-30
1842,1997-07-31
1843,1997-08-01
1844,1997-08-04
1845,1997-08-05
1846,1997-08-06
1847,1997-08-07
1848,1997-08-08
1849,1997-08-11
1850,1997-08-12
1851,1997-08-13
1852,1997-08-14
1853,1997-08-15
1854,1997-08-18
1855,1997-08-19
1856,1997-08-20
1857,1997-08-21
1858,1997-08-22
1859,1997-08-25
1860,1997-08-26
1861,1997-08-27
1862,1997-08-28
1863,1997-08-29
1864,1997-09-01
1865,1997-09-02
1866,1997-09-03
1867,1997-09-04
1868,1997-09-05
1869,1997-09-08
1870,1997-09-09
1871,1997-09-10
1872,1997-09-11
1873,1997-09-12
1874,1997-09-15
1875,1997-09-16
1876,1997-09-17
1877,1997-09-18
1878,1997-09-19
1879,1997-09-22
1880,1997-09-23
1881,1997-09-24
1882,1997-09-25
1883,1997-09-26
1884,1997-09-29
1885,1997-09-30
1886,1997-10-06
1887,1997-10-07
1888,1997-10-08
1889,1997-10-09
1890,1997-10-10
1891,1997-10-13
1892,1997-10-14
1893,1997-10-15
1894,1997-10-16
1895,1997-10-17
1896,1997-10-20
1897,1997-10-21
1898,1997-10-22
1899,1997-10-23
1900,1997-10-24
1901,1997-10-27
1902,1997-10-28
1903,1997-10-29
1904,1997-10-30
1905,1997-10-31
1906,1997-11-03
1907,1997-11-04
1908,1997-11-05
1909,1997-11-06
1910,1997-11-07
1911,1997-11-10
1912,1997-11-11
1913,1997-11-12
1914,1997-11-13
1915,1997-11-14
1916,1997-11-17
1917,1997-11-18
1918,1997-11-19
1919,1997-11-20
1920,1997-11-21
1921,1997-11-24
1922,1997-11-25
1923,1997-11-26
1924,1997-11-27
1925,1997-11-28
1926,1997-12-01
1927,1997-12-02
1928,1997-12-03
1929,1997-12-04
1930,1997-12-05
1931,1997-12-08
1932,1997-12-09
1933,1997-12-10
1934,1997-12-11
1935,1997-12-12
1936,1997-12-15
1937,1997-12-16
1938,1997-12-17
1939,1997-12-18
1940,1997-12-19
1941,1997-12-22
1942,1997-12-23
1943,1997-12-24
1944,1997-12-25
1945,1997-12-26
1946,1997-12-29
1947,1997-12-30
1948,1997-12-31
1949,1998-01-05
1950,1998-01-06
1951,1998-01-07
1952,1998-01-08
1953,1998-01-09
1954,1998-01-12
1955,1998-01-13
1956,1998-01-14
1957,1998-01-15
1958,1998-01-16
1959,1998-01-19
1960,1998-01-20
1961,1998-01-21
1962,1998-01-22
1963,1998-01-23
1964,1998-02-09
1965,1998-02-10
1966,1998-02-11
1967,1998-02-12
1968,1998-02-13
1969,1998-02-16
1970,1998-02-17
1971,1998-02-18
1972,1998-02-19
1973,1998-02-20
1974,1998-02-23
1975,1998-02-24
1976,1998-02-25
1977,1998-02-26
1978,1998-02-27
1979,1998-03-02
1980,1998-03-03
1981,1998-03-04
1982,1998-03-05
1983,1998-03-06
1984,1998-03-09
1985,1998-03-10
1986,1998-03-11
1987,1998-03-12
1988,1998-03-13
1989,1998-03-16
1990,1998-03-17
1991,1998-03-18
1992,1998-03-19
1993,1998-03-20
1994,1998-03-23
1995,1998-03-24
1996,1998-03-25
1997,1998-03-26
1998,1998-03-27
1999,1998-03-30
2000,1998-03-31
2001,1998-04-01
2002,1998-04-02
2003,1998-04-03
2004,1998-04-06
2005,1998-04-07
2006,1998-04-08
2007,1998-04-09
2008,1998-04-10
2009,1998-04-13
2010,1998-04-14
2011,1998-04-15
2012,1998-04-16
2013,1998-04-17
2014,1998-04-20
2015,1998-04-21
2016,1998-04-22
2017,1998-04-23
2018,1998-04-24
2019,1998-04-27
2020,1998-04-28
2021,1998-04-29
2022,1998-04-30
2023,1998-05-04
2024,1998-05-05
2025,1998-05-06
2026,1998-05-07
2027,1998-05-08
2028,1998-05-11
2029,1998-05-12
2030,1998-05-13
2031,1998-05-14
2032,1998-05-15
2033,1998-05-18
2034,1998-05-19
2035,1998-05-20
2036,1998-05-21
2037,1998-05-22
2038,1998-05-25
2039,1998-05-26
2040,1998-05-27
2041,1998-05-28
2042,1998-05-29
2043,1998-06-01
2044,1998-06-02
2045,1998-06-03
2046,1998-06-04
2047,1998-06-05
2048,1998-06-08
2049,1998-06-09
2050,1998-06-10
2051,1998-06-11
2052,1998-06-12
2053,1998-06-15
2054,1998-06-16
2055,1998-06-17
2056,1998-06-18
2057,1998-06-19
2058,1998-06-22
2059,1998-06-23
2060,1998-06-24
2061,1998-06-25
2062,1998-06-26
2063,1998-06-29
2064,1998-06-30
2065,1998-07-01
2066,1998-07-02
2067,1998-07-03
2068,1998-07-06
2069,1998-07-07
2070,1998-07-08
2071,1998-07-09
2072,1998-07-10
2073,1998-07-13
2074,1998-07-14
2075,1998-07-15
2076,1998-07-16
2077,1998-07-17
2078,1998-07-20
2079,1998-07-21
2080,1998-07-22
2081,1998-07-23
2082,1998-07-24
2083,1998-07-27
2084,1998-07-28
2085,1998-07-29
2086,1998-07-30
2087,1998-07-31
2088,1998-08-03
2089,1998-08-04
2090,1998-08-05
2091,1998-08-06
2092,1998-08-07
2093,1998-08-10
2094,1998-08-11
2095,1998-08-12
2096,1998-08-13
2097,1998-08-14
2098,1998-08-17
2099,1998-08-18
2100,1998-08-19
2101,1998-08-20
2102,1998-08-21
2103,1998-08-24
2104,1998-08-25
2105,1998-08-26
2106,1998-08-27
2107,1998-08-28
2108,1998-08-31
2109,1998-09-01
2110,1998-09-02
2111,1998-09-03
2112,1998-09-04
2113,1998-09-07
2114,1998-09-08
2115,1998-09-09
2116,1998-09-10
2117,1998-09-11
2118,1998-09-14
2119,1998-09-15
2120,1998-09-16
2121,1998-09-17
2122,1998-09-18
2123,1998-09-21
2124,1998-09-22
2125,1998-09-23
2126,1998-09-24
2127,1998-09-25
2128,1998-09-28
2129,1998-09-29
2130,1998-09-30
2131,1998-10-05
2132,1998-10-06
2133,1998-10-07
2134,1998-10-08
2135,1998-10-09
2136,1998-10-12
2137,1998-10-13
2138,1998-10-14
2139,1998-10-15
2140,1998-10-16
2141,1998-10-19
2142,1998-10-20
2143,1998-10-21
2144,1998-10-22
2145,1998-10-23
2146,1998-10-26
2147,1998-10-27
2148,1998-10-28
2149,1998-10-29
2150,1998-10-30
2151,1998-11-02
2152,1998-11-03
2153,1998-11-04
2154,1998-11-05
2155,1998-11-06
2156,1998-11-09
2157,1998-11-10
2158,1998-11-11
2159,1998-11-12
2160,1998-11-13
2161,1998-11-16
2162,1998-11-17
2163,1998-11-18
2164,1998-11-19
2165,1998-11-20
2166,1998-11-23
2167,1998-11-24
2168,1998-11-25
2169,1998-11-26
2170,1998-11-27
2171,1998-11-30
2172,1998-12-01
2173,1998-12-02
2174,1998-12-03
2175,1998-12-04
2176,1998-12-07
2177,1998-12-08
2178,1998-12-09
2179,1998-12-10
2180,1998-12-11
2181,1998-12-14
2182,1998-12-15
2183,1998-12-16
2184,1998-12-17
2185,1998-12-18
2186,1998-12-21
2187,1998-12-22
2188,1998-12-23
2189,1998-12-24
2190,1998-12-25
2191,1998-12-28
2192,1998-12-29
2193,1998-12-30
2194,1998-12-31
2195,1999-01-04
2196,1999-01-05
2197,1999-01-06
2198,1999-01-07
2199,1999-01-08
2200,1999-01-11
2201,1999-01-12
2202,1999-01-13
2203,1999-01-14
2204,1999-01-15
2205,1999-01-18
2206,1999-01-19
2207,1999-01-20
2208,1999-01-21
2209,1999-01-22
2210,1999-01-25
2211,1999-01-26
2212,1999-01-27
2213,1999-01-28
2214,1999-01-29
2215,1999-02-01
2216,1999-02-02
2217,1999-02-03
2218,1999-02-04
2219,1999-02-05
2220,1999-02-08
2221,1999-02-09
2222,1999-03-01
2223,1999-03-02
2224,1999-03-03
2225,1999-03-04
2226,1999-03-05
2227,1999-03-08
2228,1999-03-09
2229,1999-03-10
2230,1999-03-11
2231,1999-03-12
2232,1999-03-15
2233,1999-03-16
2234,1999-03-17
2235,1999-03-18
2236,1999-03-19
2237,1999-03-22
2238,1999-03-23
2239,1999-03-24
2240,1999-03-25
2241,1999-03-26
2242,1999-03-29
2243,1999-03-30
2244,1999-03-31
2245,1999-04-01
2246,1999-04-02
2247,1999-04-05
2248,1999-04-06
2249,1999-04-07
2250,1999-04-08
2251,1999-04-09
2252,1999-04-12
2253,1999-04-13
2254,1999-04-14
2255,1999-04-15
2256,1999-04-16
2257,1999-04-19
2258,1999-04-20
2259,1999-04-21
2260,1999-04-22
2261,1999-04-23
2262,1999-04-26
2263,1999-04-27
2264,1999-04-28
2265,1999-04-29
2266,1999-04-30
2267,1999-05-04
2268,1999-05-05
2269,1999-05-06
2270,1999-05-07
2271,1999-05-10
2272,1999-05-11
2273,1999-05-12
2274,1999-05-13
2275,1999-05-14
2276,1999-05-17
2277,1999-05-18
2278,1999-05-19
2279,1999-05-20
2280,1999-05-21
2281,1999-05-24
2282,1999-05-25
2283,1999-05-26
2284,1999-05-27
2285,1999-05-28
2286,1999-05-31
2287,1999-06-01
2288,1999-06-02
2289,1999-06-03
2290,1999-06-04
2291,1999-06-07
2292,1999-06-08
2293,1999-06-09
2294,1999-06-10
2295,1999-06-11
2296,1999-06-14
2297,1999-06-15
2298,1999-06-16
2299,1999-06-17
2300,1999-06-18
2301,1999-06-21
2302,1999-06-22
2303,1999-06-23
2304,1999-06-24
2305,1999-06-25
2306,1999-06-28
2307,1999-06-29
2308,1999-06-30
2309,1999-07-01
2310,1999-07-02
2311,1999-07-05
2312,1999-07-06
2313,1999-07-07
2314,1999-07-08
2315,1999-07-09
2316,1999-07-12
2317,1999-07-13
2318,1999-07-14
2319,1999-07-15
2320,1999-07-16
2321,1999-07-19
2322,1999-07-20
2323,1999-07-21
2324,1999-07-22
2325,1999-07-23
2326,1999-07-26
2327,1999-07-27
2328,1999-07-28
2329,1999-07-29
2330,1999-07-30
2331,1999-08-02
2332,1999-08-03
2333,1999-08-04
2334,1999-08-05
2335,1999-08-06
2336,1999-08-09
2337,1999-08-10
2338,1999-08-11
2339,1999-08-12
2340,1999-08-13
2341,1999-08-16
2342,1999-08-17
2343,1999-08-18
2344,1999-08-19
2345,1999-08-20
2346,1999-08-23
2347,1999-08-24
2348,1999-08-25
2349,1999-08-26
2350,1999-08-27
2351,1999-08-30
2352,1999-08-31
2353,1999-09-01
2354,1999-09-02
2355,1999-09-03
2356,1999-09-06
2357,1999-09-07
2358,1999-09-08
2359,1999-09-09
2360,1999-09-10
2361,1999-09-13
2362,1999-09-14
2363,1999-09-15
2364,1999-09-16
2365,1999-09-17
2366,1999-09-20
2367,1999-09-21
2368,1999-09-22
2369,1999-09-23
2370,1999-09-24
2371,1999-09-27
2372,1999-09-28
2373,1999-09-29
2374,1999-09-30
2375,1999-10-08
2376,1999-10-11
2377,1999-10-12
2378,1999-10-13
2379,1999-10-14
2380,1999-10-15
2381,1999-10-18
2382,1999-10-19
2383,1999-10-20
2384,1999-10-21
2385,1999-10-22
2386,1999-10-25
2387,1999-10-26
2388,1999-10-27
2389,1999-10-28
2390,1999-10-29
2391,1999-11-01
2392,1999-11-02
2393,1999-11-03
2394,1999-11-04
2395,1999-11-05
2396,1999-11-08
2397,1999-11-09
2398,1999-11-10
2399,1999-11-11
2400,1999-11-12
2401,1999-11-15
2402,1999-11-16
2403,1999-11-17
2404,1999-11-18
2405,1999-11-19
2406,1999-11-22
2407,1999-11-23
2408,1999-11-24
2409,1999-11-25
2410,1999-11-26
2411,1999-11-29
2412,1999-11-30
2413,1999-12-01
2414,1999-12-02
2415,1999-12-03
2416,1999-12-06
2417,1999-12-07
2418,1999-12-08
2419,1999-12-09
2420,1999-12-10
2421,1999-12-13
2422,1999-12-14
2423,1999-12-15
2424,1999-12-16
2425,1999-12-17
2426,1999-12-21
2427,1999-12-22
2428,1999-12-23
2429,1999-12-24
2430,1999-12-27
2431,1999-12-28
2432,1999-12-29
2433,1999-12-30
2434,2000-01-04
2435,2000-01-05
2436,2000-01-06
2437,2000-01-07
2438,2000-01-10
2439,2000-01-11
2440,2000-01-12
2441,2000-01-13
2442,2000-01-14
2443,2000-01-17
2444,2000-01-18
2445,2000-01-19
2446,2000-01-20
2447,2000-01-21
2448,2000-01-24
2449,2000-01-25
2450,2000-01-26
2451,2000-01-27
2452,2000-01-28
2453,2000-02-14
2454,2000-02-15
2455,2000-02-16
2456,2000-02-17
2457,2000-02-18
2458,2000-02-21
2459,2000-02-22
2460,2000-02-23
2461,2000-02-24
2462,2000-02-25
2463,2000-02-28
2464,2000-02-29
2465,2000-03-01
2466,2000-03-02
2467,2000-03-03
2468,2000-03-06
2469,2000-03-07
2470,2000-03-08
2471,2000-03-09
2472,2000-03-10
2473,2000-03-13
2474,2000-03-14
2475,2000-03-15
2476,2000-03-16
2477,2000-03-17
2478,2000-03-20
2479,2000-03-21
2480,2000-03-22
2481,2000-03-23
2482,2000-03-24
2483,2000-03-27
2484,2000-03-28
2485,2000-03-29
2486,2000-03-30
2487,2000-03-31
2488,2000-04-03
2489,2000-04-04
2490,2000-04-05
2491,2000-04-06
2492,2000-04-07
2493,2000-04-10
2494,2000-04-11
2495,2000-04-12
2496,2000-04-13
2497,2000-04-14
2498,2000-04-17
2499,2000-04-18
2500,2000-04-19
2501,2000-04-20
2502,2000-04-21
2503,2000-04-24
2504,2000-04-25
2505,2000-04-26
2506,2000-04-27
2507,2000-04-28
2508,2000-05-08
2509,2000-05-09
2510,2000-05-10
2511,2000-05-11
2512,2000-05-12
2513,2000-05-15
2514,2000-05-16
2515,2000-05-17
2516,2000-05-18
2517,2000-05-19
2518,2000-05-22
2519,2000-05-23
2520,2000-05-24
2521,2000-05-25
2522,2000-05-26
2523,2000-05-29
2524,2000-05-30
2525,2000-05-31
2526,2000-06-01
2527,2000-06-02
2528,2000-06-05
2529,2000-06-06
2530,2000-06-07
2531,2000-06-08
2532,2000-06-09
2533,2000-06-12
2534,2000-06-13
2535,2000-06-14
2536,2000-06-15
2537,2000-06-16
2538,2000-06-19
2539,2000-06-20
2540,2000-06-21
2541,2000-06-22
2542,2000-06-23
2543,2000-06-26
2544,2000-06-27
2545,2000-06-28
2546,2000-06-29
2547,2000-06-30
2548,2000-07-03
2549,2000-07-04
2550,2000-07-05
2551,2000-07-06
2552,2000-07-07
2553,2000-07-10
2554,2000-07-11
2555,2000-07-12
2556,2000-07-13
2557,2000-07-14
2558,2000-07-17
2559,2000-07-18
2560,2000-07-19
2561,2000-07-20
2562,2000-07-21
2563,2000-07-24
2564,2000-07-25
2565,2000-07-26
2566,2000-07-27
2567,2000-07-28
2568,2000-07-31
2569,2000-08-01
2570,2000-08-02
2571,2000-08-03
2572,2000-08-04
2573,2000-08-07
2574,2000-08-08
2575,2000-08-09
2576,2000-08-10
2577,2000-08-11
2578,2000-08-14
2579,2000-08-15
2580,2000-08-16
2581,2000-08-17
2582,2000-08-18
2583,2000-08-21
2584,2000-08-22
2585,2000-08-23
2586,2000-08-24
2587,2000-08-25
2588,2000-08-28
2589,2000-08-29
2590,2000-08-30
2591,2000-08-31
2592,2000-09-01
2593,2000-09-04
2594,2000-09-05
2595,2000-09-06
2596,2000-09-07
2597,2000-09-08
2598,2000-09-11
2599,2000-09-12
2600,2000-09-13
2601,2000-09-14
2602,2000-09-15
2603,2000-09-18
2604,2000-09-19
2605,2000-09-20
2606,2000-09-21
2607,2000-09-22
2608,2000-09-25
2609,2000-09-26
2610,2000-09-27
2611,2000-09-28
2612,2000-09-29
2613,2000-10-09
2614,2000-10-10
2615,2000-10-11
2616,2000-10-12
2617,2000-10-13
2618,2000-10-16
2619,2000-10-17
2620,2000-10-18
2621,2000-10-19
2622,2000-10-20
2623,2000-10-23
2624,2000-10-24
2625,2000-10-25
2626,2000-10-26
2627,2000-10-27
2628,2000-10-30
2629,2000-10-31
2630,2000-11-01
2631,2000-11-02
2632,2000-11-03
2633,2000-11-06
2634,2000-11-07
2635,2000-11-08
2636,2000-11-09
2637,2000-11-10
2638,2000-11-13
2639,2000-11-14
2640,2000-11-15
2641,2000-11-16
2642,2000-11-17
2643,2000-11-20
2644,2000-11-21
2645,2000-11-22
2646,2000-11-23
2647,2000-11-24
2648,2000-11-27
2649,2000-11-28
2650,2000-11-29
2651,2000-11-30
2652,2000-12-01
2653,2000-12-04
2654,2000-12-05
2655,2000-12-06
2656,2000-12-07
2657,2000-12-08
2658,2000-12-11
2659,2000-12-12
2660,2000-12-13
2661,2000-12-14
2662,2000-12-15
2663,2000-12-18
2664,2000-12-19
2665,2000-12-20
2666,2000-12-21
2667,2000-12-22
2668,2000-12-25
2669,2000-12-26
2670,2000-12-27
2671,2000-12-28
2672,2000-12-29
2673,2001-01-02
2674,2001-01-03
2675,2001-01-04
2676,2001-01-05
2677,2001-01-08
2678,2001-01-09
2679,2001-01-10
2680,2001-01-11
2681,2001-01-12
2682,2001-01-15
2683,2001-01-16
2684,2001-01-17
2685,2001-01-18
2686,2001-01-19
2687,2001-02-05
2688,2001-02-06
2689,2001-02-07
2690,2001-02-08
2691,2001-02-09
2692,2001-02-12
2693,2001-02-13
2694,2001-02-14
2695,2001-02-15
2696,2001-02-16
2697,2001-02-19
2698,2001-02-20
2699,2001-02-21
2700,2001-02-22
2701,2001-02-23
2702,2001-02-26
2703,2001-02-27
2704,2001-02-28
2705,2001-03-01
2706,2001-03-02
2707,2001-03-05
2708,2001-03-06
2709,2001-03-07
2710,2001-03-08
2711,2001-03-09
2712,2001-03-12
2713,2001-03-13
2714,2001-03-14
2715,2001-03-15
2716,2001-03-16
2717,2001-03-19
2718,2001-03-20
2719,2001-03-21
2720,2001-03-22
2721,2001-03-23
2722,2001-03-26
2723,2001-03-27
2724,2001-03-28
2725,2001-03-29
2726,2001-03-30
2727,2001-04-02
2728,2001-04-03
2729,2001-04-04
2730,2001-04-05
2731,2001-04-06
2732,2001-04-09
2733,2001-04-10
2734,2001-04-11
2735,2001-04-12
2736,2001-04-13
2737,2001-04-16
2738,2001-04-17
2739,2001-04-18
2740,2001-04-19
2741,2001-04-20
2742,2001-04-23
2743,2001-04-24
2744,2001-04-25
2745,2001-04-26
2746,2001-04-27
2747,2001-04-30
2748,2001-05-08
2749,2001-05-09
2750,2001-05-10
2751,2001-05-11
2752,2001-05-14
2753,2001-05-15
2754,2001-05-16
2755,2001-05-17
2756,2001-05-18
2757,2001-05-21
2758,2001-05-22
2759,2001-05-23
2760,2001-05-24
2761,2001-05-25
2762,2001-05-28
2763,2001-05-29
2764,2001-05-30
2765,2001-05-31
2766,2001-06-01
2767,2001-06-04
2768,2001-06-05
2769,2001-06-06
2770,2001-06-07
2771,2001-06-08
2772,2001-06-11
2773,2001-06-12
2774,2001-06-13
2775,2001-06-14
2776,2001-06-15
2777,2001-06-18
2778,2001-06-19
2779,2001-06-20
2780,2001-06-21
2781,2001-06-22
2782,2001-06-25
2783,2001-06-26
2784,2001-06-27
2785,2001-06-28
2786,2001-06-29
2787,2001-07-02
2788,2001-07-03
2789,2001-07-04
2790,2001-07-05
2791,2001-07-06
2792,2001-07-09
2793,2001-07-10
2794,2001-07-11
2795,2001-07-12
2796,2001-07-13
2797,2001-07-16
2798,2001-07-17
2799,2001-07-18
2800,2001-07-19
2801,2001-07-20
2802,2001-07-23
2803,2001-07-24
2804,2001-07-25
2805,2001-07-26
2806,2001-07-27
2807,2001-07-30
2808,2001-07-31
2809,2001-08-01
2810,2001-08-02
2811,2001-08-03
2812,2001-08-06
2813,2001-08-07
2814,2001-08-08
2815,2001-08-09
2816,2001-08-10
2817,2001-08-13
2818,2001-08-14
2819,2001-08-15
2820,2001-08-16
2821,2001-08-17
2822,2001-08-20
2823,2001-08-21
2824,2001-08-22
2825,2001-08-23
2826,2001-08-24
2827,2001-08-27
2828,2001-08-28
2829,2001-08-29
2830,2001-08-30
2831,2001-08-31
2832,2001-09-03
2833,2001-09-04
2834,2001-09-05
2835,2001-09-06
2836,2001-09-07
2837,2001-09-10
2838,2001-09-11
2839,2001-09-12
2840,2001-09-13
2841,2001-09-14
2842,2001-09-17
2843,2001-09-18
2844,2001-09-19
2845,2001-09-20
2846,2001-09-21
2847,2001-09-24
2848,2001-09-25
2849,2001-09-26
2850,2001-09-27
2851,2001-09-28
2852,2001-10-08
2853,2001-10-09
2854,2001-10-10
2855,2001-10-11
2856,2001-10-12
2857,2001-10-15
2858,2001-10-16
2859,2001-10-17
2860,2001-10-18
2861,2001-10-19
2862,2001-10-22
2863,2001-10-23
2864,2001-10-24
2865,2001-10-25
2866,2001-10-26
2867,2001-10-29
2868,2001-10-30
2869,2001-10-31
2870,2001-11-01
2871,2001-11-02
2872,2001-11-05
2873,2001-11-06
2874,2001-11-07
2875,2001-11-08
2876,2001-11-09
2877,2001-11-12
2878,2001-11-13
2879,2001-11-14
2880,2001-11-15
2881,2001-11-16
2882,2001-11-19
2883,2001-11-20
2884,2001-11-21
2885,2001-11-22
2886,2001-11-23
2887,2001-11-26
2888,2001-11-27
2889,2001-11-28
2890,2001-11-29
2891,2001-11-30
2892,2001-12-03
2893,2001-12-04
2894,2001-12-05
2895,2001-12-06
2896,2001-12-07
